"TIME","GEO","GEO_LABEL","SEX","UNIT","AGE","TRAINING","WSTATUS","Value"
"2011","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.6"
"2012","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2013","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.0"
"2014","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.1"
"2015","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","4.9"
"2016","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.0"
"2017","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.4"
"2018","SE21","Småland med öarna","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.4"
"2000","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.4"
"2001","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.2"
"2002","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.7"
"2003","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2004","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.8"
"2005","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.9"
"2006","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.0"
"2007","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.4"
"2008","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2009","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2010","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2011","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.4"
"2012","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.7"
"2013","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.6"
"2014","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2015","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.9"
"2016","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.5"
"2017","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.8"
"2018","SE22","Sydsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.9"
"2000","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.3"
"2001","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.1"
"2002","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.1"
"2003","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.2"
"2004","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.9"
"2005","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.6"
"2006","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.8"
"2007","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.4"
"2008","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2009","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.7"
"2010","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.0"
"2011","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.9"
"2012","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2013","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.6"
"2014","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.4"
"2015","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.7"
"2016","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.5"
"2017","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.8"
"2018","SE23","Västsverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.1"
"2000","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.8"
"2001","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.8"
"2002","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.2"
"2003","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.1"
"2004","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.9"
"2005","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.5"
"2006","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.2"
"2007","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.8"
"2008","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2009","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.2"
"2010","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.4"
"2011","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.2"
"2012","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.5"
"2013","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.5"
"2014","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.0"
"2015","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2016","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.1"
"2017","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.5"
"2018","SE3","Norra Sverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.3"
"2000","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.1"
"2002","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.8"
"2003","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.8"
"2004","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.0"
"2005","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.3"
"2006","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.5"
"2007","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.4"
"2008","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.1"
"2009","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2010","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.0"
"2011","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.7"
"2012","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.1"
"2013","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.1"
"2014","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2015","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.3"
"2016","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.2"
"2017","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2018","SE31","Norra Mellansverige","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.5"
"2000","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.8"
"2002","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.0"
"2003","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.0"
"2004","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.5"
"2005","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.7"
"2006","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.3"
"2007","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.2"
"2008","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.2"
"2009","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.7"
"2010","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.1"
"2011","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.4"
"2012","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.7"
"2013","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.4"
"2014","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.4"
"2015","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.2"
"2016","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.0"
"2017","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.5"
"2018","SE32","Mellersta Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.9"
"2000","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
"2001","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.1"
"2002","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.1"
"2003","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.6"
"2004","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.3"
"2005","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.2"
"2006","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.8"
"2007","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.7"
"2008","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.1"
"2009","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.4"
"2010","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.0"
"2011","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.2"
"2012","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.5"
"2013","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.7"
"2014","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.4"
"2015","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.4"
"2016","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","4.9"
"2017","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","4.1"
"2018","SE33","Övre Norrland","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","5.6"
"2000","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.9"
"2001","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.0"
"2002","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.2"
"2003","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.0"
"2004","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.4"
"2005","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.4"
"2006","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.6"
"2007","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2008","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.1"
"2009","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.2"
"2010","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.6"
"2011","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.2"
"2012","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.9"
"2013","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.2"
"2014","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2015","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.1"
"2016","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.9"
"2017","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.3"
"2018","UK","United Kingdom","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.4"
"2000","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.9"
"2001","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.1"
"2002","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.2"
"2003","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.9"
"2004","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.3"
"2005","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.6"
"2006","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.0"
"2007","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.1"
"2008","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.6"
"2009","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.0"
"2010","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.3"
"2011","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.4"
"2012","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.9"
"2013","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.2"
"2014","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.1"
"2015","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.4"
"2016","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.9"
"2017","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.8"
"2018","UKC","North East (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.4"
"2000","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.7"
"2001","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.7"
"2002","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.2"
"2003","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.4"
"2004","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.3"
"2005","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.6"
"2006","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.3"
"2007","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.0"
"2008","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.0"
"2009","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.5"
"2010","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.5"
"2011","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.6"
"2012","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","20.0"
"2013","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.8"
"2014","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.7"
"2015","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","18.9"
"2016","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","18.4"
"2017","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.9"
"2018","UKC1","Tees Valley and Durham","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.3"
"2000","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.5"
"2001","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.6"
"2002","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.0"
"2003","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.9"
"2004","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.6"
"2005","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.8"
"2006","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.8"
"2007","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.0"
"2008","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.6"
"2009","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.5"
"2010","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","17.0"
"2011","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.5"
"2012","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.6"
"2013","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.7"
"2014","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.7"
"2015","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.4"
"2016","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.4"
"2017","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.7"
"2018","UKC2","Northumberland and Tyne and Wear","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.7"
"2000","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.9"
"2001","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.1"
"2002","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.0"
"2003","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.0"
"2004","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.7"
"2005","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.9"
"2006","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.5"
"2007","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.3"
"2008","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.0"
"2009","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","15.8"
"2010","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","14.7"
"2011","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","16.2"
"2012","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.9"
"2013","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","13.6"
"2014","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.4"
"2015","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.7"
"2016","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.0"
"2017","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.3"
"2018","UKD","North West (UK)","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.3"
"2000","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.1"
"2001","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","10.0"
"2002","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","11.8"
"2003","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","7.2"
"2004","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","8.2"
"2005","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","6.8"
"2006","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","9.2"
"2007","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons","12.6"
"2008","UKD1","Cumbria","Total","Percentage","From 15 to 24 years","Neither formal nor non-formal education or training","Not employed persons",":"
